일시,평균기온(°C),평균 상대습도(%),평균 전운량(1/10),합계 일조 시간(hr),강수 계속시간(hr),구분
2019-12-14,2.7,58.3,3,,1.17,1
2019-12-15,5.3,52.5,2.9,,,0
2019-12-16,7.8,58.9,6.1,,,0
2019-12-17,7.7,81.4,8.6,,6.75,1
2019-12-18,0.8,64.6,3.5,,,0
2019-12-19,-0.8,47.8,1.8,,1.42,1
2019-12-20,-1.1,45.3,1.4,,0.83,1
2019-12-21,-1.2,68.1,5.5,,3.25,1
2019-12-22,4.1,63.4,7.8,,1.08,1
2019-12-23,3.4,80.4,6.1,,3.58,1
2019-12-24,0.8,67.9,0.8,,,0
2019-12-25,2,60.8,5.9,,,0
2019-12-26,2,59,5.4,,5.08,1
2019-12-27,-1.7,45.4,0,,,0
2019-12-28,1.1,47.6,3.5,,,0
2019-12-29,3.8,52.5,9,,6.75,1
2019-12-30,2.7,70.3,7.5,,5.08,1
2019-12-31,-7.9,39.3,1.3,,1.58,1
2020-01-01,-2.2,64.4,8.9,,9.83,1
2020-01-02,1,65.4,7.9,,,0
2020-01-03,-0.1,56.9,0,,,0
2020-01-04,1.2,50.8,2.1,,,0
2020-01-05,1.3,45.6,3.9,,,0
2020-01-06,3.1,65.4,9.8,,14.33,1
2020-01-07,6.3,95,10,,24,1
2020-01-08,2.4,86.1,9.6,,9.5,1
2020-01-09,-1.2,65.3,1.6,,,0
2020-01-10,-0.6,62.9,3.1,,,0
2020-01-11,-0.1,60.9,3.6,,,0
2020-01-12,-1,61.5,3.6,,,0
2020-01-13,-2.9,51,1.4,,,0
2020-01-14,-2.3,45.3,1,,,0
2020-01-15,-2.7,44.8,0.1,,,0
2020-01-16,-1.7,43,5,,,0
2020-01-17,-0.6,43.9,4.8,,,0
2020-01-18,0.3,48.1,2.1,,,0
2020-01-19,1.9,62.8,4.8,,1.58,1
2020-01-20,0.7,46.8,2.3,,,0
2020-01-21,-0.4,36.9,2.9,,,0
2020-01-22,3,36,7.8,,,0
2020-01-23,4.6,49.3,3.4,,,0
2020-01-24,2.8,63,3,,,0
2020-01-25,4.3,63.1,7.4,,,0
2020-01-26,5.5,56.3,5.8,,,0
2020-01-27,5.9,48.1,9.5,,6.92,1
2020-01-28,6.8,49.4,7.3,,2.67,1
2020-01-29,6,46.4,6.6,,,0
2020-01-30,5.2,47,4,,,0
2020-01-31,3.9,59.6,4.8,,0.17,1
2020-02-01,2.6,66.6,3.4,,,0
2020-02-02,1.5,52.3,6.1,,,0
2020-02-03,-0.4,43.6,1.5,,3.08,1
2020-02-04,-1.6,50.3,3.9,,7.25,1
2020-02-05,-8.3,37.3,0,,,0
2020-02-06,-6.4,36.4,0.9,,,0
2020-02-07,-1.7,45.1,8.9,,0.58,1
2020-02-08,-0.1,48.1,2.5,,0.17,1
2020-02-09,-0.5,51.1,2.8,,0.08,1
2020-02-10,4,49.4,1.1,,0.92,1
2020-02-11,6.8,37,2.3,,,0
2020-02-12,7.4,73.4,9.9,,20.58,1
2020-02-13,6.5,84.8,9.1,,,0
2020-02-14,8.1,70.3,2.1,,,0
2020-02-15,9.8,63,5.8,,4.25,1
2020-02-16,-1.4,81.1,8.9,,17,1
2020-02-17,-5.9,64.3,6.5,,14.75,1
2020-02-18,-4.1,44,0,,,0
2020-02-19,1,56.8,6,,,0
2020-02-20,4.6,62.6,2.5,,,0
2020-02-21,6.7,66.3,9.3,,4.92,1
2020-02-22,4,62,5.9,,3.83,1
2020-02-23,2.5,48.6,0.9,,,0
2020-02-24,7,51.8,7,,,0
2020-02-25,6.7,73.5,7.5,,12.58,1
2020-02-26,6.4,59.6,5.3,,0.42,1
2020-02-27,6.1,54,2.6,,,0
2020-02-28,4.5,79.4,9.8,,13.83,1
2020-02-29,7.7,68.6,3,,5.17,1
2020-03-01,5.8,71.8,8.1,,4.5,1
2020-03-02,3.4,55.3,1.6,,0.33,1
2020-03-03,4.8,57,6.5,,,0
2020-03-04,2.2,53.4,5.1,,1.5,1
2020-03-05,1.4,47.5,0,,,0
2020-03-06,3.7,46.8,2.5,,,0
2020-03-07,7,39.5,5.4,,,0
2020-03-08,9.3,43.8,0.3,,,0
2020-03-09,11.1,37.6,6.5,,,0
2020-03-10,6.4,78.4,7.5,,18.67,1
2020-03-11,3.8,41.8,0,,,0
2020-03-12,6.8,49.8,4,,,0
2020-03-13,4.9,41,6.6,,2.25,1
2020-03-14,3.6,48.1,2.1,,,0
2020-03-15,4,48.3,3.1,,,0
2020-03-16,3.6,42.4,1,,,0
2020-03-17,6.6,65.8,4.8,,,0
2020-03-18,10,45.8,0,,,0
2020-03-19,9.1,49,3.4,,0.33,1
2020-03-20,8.8,39.6,0.4,,,0
2020-03-21,12.8,56.5,6.9,,,0
2020-03-22,11,37.5,0.1,,,0
2020-03-23,10.6,37.9,0,,,0
2020-03-24,11.4,35,0,,,0
2020-03-25,12.5,33.6,4,,,0
2020-03-26,14.8,53.8,6.9,,4.92,1
2020-03-27,11.9,56.4,5.1,,5.92,1
2020-03-28,7.7,17.9,5.1,,,0
2020-03-29,8.7,30.6,1.5,,,0
2020-03-30,10.2,38.4,0.9,,,0
2020-03-31,11.9,34.5,5.5,,,0
2020-04-01,11.3,35.6,3.5,,,0
2020-04-02,9.3,41.4,2.6,,,0
2020-04-03,10,53.8,1.3,,,0
2020-04-04,8.9,36.4,0.8,,,0
2020-04-05,7.2,29.5,0,,,0
2020-04-06,9.3,38.3,3.5,,,0
2020-04-07,10.6,56.6,2.1,,,0
2020-04-08,9.4,25.5,0,,,0
2020-04-09,8.9,44.6,1.3,,,0
2020-04-10,10.7,52.6,4.8,,,0
2020-04-11,9.9,63.8,4.8,,,0
2020-04-12,9.9,58.6,3.1,,,0
2020-04-13,12.4,39.4,1.9,,,0
2020-04-14,13,46.8,1.3,,,0
2020-04-15,13.2,39.8,5.4,,,0
2020-04-16,16,39.9,2.9,,,0
2020-04-17,12.5,77.8,9.1,,9.5,1
2020-04-18,13.5,67.9,2.6,,,0
2020-04-19,12.3,75.8,9.5,,9,1
2020-04-20,10,73,7.4,,2.33,1
2020-04-21,7.4,49,3.6,,,0
2020-04-22,6,46.8,4.1,,2.33,1
2020-04-23,7.9,47.8,1.6,,,0
2020-04-24,9.9,55.6,1.8,,,0
2020-04-25,13.1,54.4,3.3,,,0
2020-04-26,12.3,43.1,0.8,,,0
2020-04-27,12.9,49.8,3.4,,,0
2020-04-28,13.9,50,0,,,0
2020-04-29,14.9,48.6,0.4,,,0
2020-04-30,17.1,57.1,5.3,,,0
2020-05-01,20.2,73.6,6.6,,,0
2020-05-02,20.3,79.6,9,,0.67,1
2020-05-03,21.8,68.8,7,,1.08,1
2020-05-04,20.2,63.9,3.4,,,0
2020-05-05,16,67.9,5.4,,,0
2020-05-06,19.4,50,1.8,,,0
2020-05-07,20.7,32.5,6.8,,,0
2020-05-08,19.9,32.8,7.4,,6.17,1
2020-05-09,14.2,94.4,10,,24,1
2020-05-10,14.4,88.6,9,,8.42,1
2020-05-11,16.5,61,8.1,,3,1
2020-05-12,14.3,69.4,3.3,,0.83,1
2020-05-13,16.1,47.3,0.6,,,0
2020-05-14,19.3,35.4,8.3,,,0
2020-05-15,16.1,81.4,10,,20.75,1
2020-05-16,16.7,90.3,9.5,,12.67,1
2020-05-17,19.1,80.1,7.1,,1,1
2020-05-18,19.1,79.4,8.5,,7,1
2020-05-19,13,73.6,7.6,,6.42,1
2020-05-20,14.4,60.4,6,,0.58,1
2020-05-21,17.4,56.1,4.8,,,0
2020-05-22,18.5,68.5,8.6,,0.5,1
2020-05-23,20.1,66.1,7.4,,0.67,1
2020-05-24,17.1,84.8,8.4,,9.75,1
2020-05-25,16.6,81,8.1,,,0
2020-05-26,16.2,81.9,7.8,,2.67,1
2020-05-27,17.4,68.5,1.5,,,0
2020-05-28,18.7,62.8,3.9,,0.25,1
2020-05-29,20.7,65.6,1.3,,,0
2020-05-30,22.6,57.3,1.1,,,0
2020-05-31,21.2,63,8.5,,1.92,1
2020-06-01,19.7,64.3,3.8,,3.75,1
2020-06-02,17.9,71,9.3,,1.83,1
2020-06-03,22,73.3,5.8,,,0
2020-06-04,21.9,81.1,8.4,,6.75,1
2020-06-05,23,69.4,5.5,,,0
2020-06-06,24.6,63.6,2.3,,,0
2020-06-07,22.7,69.4,3.3,,,0
2020-06-08,25,63.6,3,,,0
2020-06-09,26.7,51.6,3,,,0
2020-06-10,25.8,63.8,9,,6.58,1
2020-06-11,26.1,68.3,5.8,,0.42,1
2020-06-12,24.7,68.6,8.1,,,0
2020-06-13,26.9,52.8,5.5,,0.5,1
2020-06-14,24,70.6,4.4,,3.83,1
2020-06-15,23,62.3,6,,,0
2020-06-16,24.4,63,6,,,0
2020-06-17,24.3,58.6,7.4,,,0
2020-06-18,23.4,61.4,9,,,0
2020-06-19,24.7,61.4,6.3,,1.83,1
2020-06-20,24.9,62.6,0.9,,,0
2020-06-21,26.1,59.5,0.1,,,0
2020-06-22,28.6,50.5,1.6,,,0
2020-06-23,27.3,53.5,7.5,,0.5,1
2020-06-24,22.3,83.5,10,,19.17,1
2020-06-25,21.6,91,10,,15.33,1
2020-06-26,21.8,82.1,8.3,,5.83,1
2020-06-27,24.1,70.4,6.1,,0.75,1
2020-06-28,25.2,70.5,1.9,,,0
2020-06-29,23.8,77,8.6,,5.08,1
2020-06-30,20.1,83,10,,18.42,1
2020-07-01,21.1,79.3,7.6,,2.17,1
2020-07-02,24.2,74.5,6.6,,,0
2020-07-03,25.5,63.5,6.8,,1.92,1
2020-07-04,24.2,63.9,7.6,,4.83,1
2020-07-05,23.8,68.6,5.3,,,0
2020-07-06,25.6,66.6,7.4,,,0
2020-07-07,24.1,75.5,6.3,,1.25,1
2020-07-08,25.5,71.9,2.9,,,0
2020-07-09,27.5,64.6,4.8,,,0
2020-07-10,24.5,75,6.6,,4.67,1
2020-07-11,25.8,62.6,7.3,,,0
2020-07-12,23.5,71.9,9.1,,5.42,1
2020-07-13,18.7,94.8,10,,22.92,1
2020-07-14,20.3,79.4,9.9,,9.83,1
2020-07-15,23.4,63.1,5.1,,,0
2020-07-16,25,70.9,4.1,,,0
2020-07-17,26,72,4.5,,0.58,1
2020-07-18,26.1,71.6,5.4,,,0
2020-07-19,24,81.6,9.9,,5.67,1
2020-07-20,23.8,86.3,9.6,,10.33,1
2020-07-21,25,77,6.3,,0.83,1
2020-07-22,23.7,89.3,9.8,,11.17,1
2020-07-23,21.1,95.5,10,,22.67,1
2020-07-24,22.5,74.3,9.3,,8.25,1
2020-07-25,24.3,69.3,7.8,,0.5,1
2020-07-26,25.4,69.3,7.4,,0.42,1
2020-07-27,24.3,86.4,10,,16.92,1
2020-07-28,24.4,84.8,9.9,,10.17,1
2020-07-29,23.7,95.8,10,,18.17,1
2020-07-30,25.3,85.5,8.3,,5.25,1
2020-07-31,26.2,81.9,6.9,,2.42,1
2020-08-01,25.3,90.9,9.8,,16.5,1
2020-08-02,24.9,96.3,10,,23.25,1
2020-08-03,25,96.3,10,,19.92,1
2020-08-04,27,89.3,9.6,,11.67,1
2020-08-05,26.5,92.1,9.8,,12.67,1
2020-08-06,24.1,92.8,8,,12.33,1
2020-08-07,24.3,85.3,9,,2.5,1
2020-08-08,24.2,89.5,9.1,,10.42,1
2020-08-09,24.9,95.4,9.8,,20.25,1
2020-08-10,26.5,91.6,9.9,,17.67,1
2020-08-11,24.6,92.5,9.5,,10.17,1
2020-08-12,27.2,83.9,8.3,,,0
2020-08-13,28,82.4,8.5,,,0
2020-08-14,27.1,86.1,9.3,,2.92,1
2020-08-15,26.1,96,9.3,,17.08,1
2020-08-16,27.4,82.6,8.3,,,0
2020-08-17,28.2,77.9,4.4,,,0
2020-08-18,27.5,76.3,2.8,,,0
2020-08-19,27.1,76.8,2.3,,,0
2020-08-20,27.7,76,6.4,,,0
2020-08-21,26.6,83.1,8.8,,4.67,1
2020-08-22,24.3,87.4,9,,6.25,1
2020-08-23,25.3,78.4,6,,,0
2020-08-24,27.8,71.6,5.9,,,0
2020-08-25,29.9,69.5,5.9,,,0
2020-08-26,30.2,68.3,6.4,,4.75,1
2020-08-27,27.1,84.6,9.9,,15.08,1
2020-08-28,27.3,89.1,8.9,,9.25,1
2020-08-29,26.8,90.1,8.4,,9.5,1
2020-08-30,26.8,88.8,7.9,,11.08,1
2020-08-31,26.4,77.9,8.8,,0.17,1
2020-09-01,26.6,72.4,8.8,,0.75,1
2020-09-02,24.3,91.3,9.6,,20.08,1
2020-09-03,22.7,82,7.4,,11,1
2020-09-04,23.3,63.9,1.6,,,0
2020-09-05,23.3,66.6,8,,,0
2020-09-06,21.7,80,9.4,,8.58,1
2020-09-07,19.2,93.5,10,,24,1
2020-09-08,23.4,71.5,5.4,,1,1
2020-09-09,21.1,83.4,7.6,,4.83,1
2020-09-10,22.8,75.8,6.3,,2.25,1
2020-09-11,22.4,72.6,7.6,,7.83,1
2020-09-12,20.2,83.8,9.5,,18.58,1
2020-09-13,21.5,70.4,2.8,,,0
2020-09-14,21.3,79.3,4.6,,0.42,1
2020-09-15,23,76.4,7.5,,,0
2020-09-16,22.5,79.9,9.4,,5.75,1
2020-09-17,21.3,70.3,8.4,,,0
2020-09-18,21.5,62,3.1,,,0
2020-09-19,21.2,59.3,1.5,,1,1
2020-09-20,19.7,57.6,0,,,0
2020-09-21,19.1,56.1,4.5,,,0
2020-09-22,20.2,55.3,3.1,,,0
2020-09-23,19.2,59.9,7.6,,,0
2020-09-24,20.6,59.6,6.6,,,0
2020-09-25,20.1,64.1,4.9,,,0
2020-09-26,19.3,62.5,4,,,0
2020-09-27,20.4,63.3,1.1,,,0
2020-09-28,20.7,66,1.1,,,0
2020-09-29,19.6,67.6,6.8,,,0
2020-09-30,19.6,78,7.1,,2.67,1
2020-10-01,18.8,74.9,5.5,,,0
2020-10-02,19.2,79.6,9.1,,0.75,1
2020-10-03,19.9,72.5,8,,1.08,1
2020-10-04,16.6,65.1,7.1,,3.75,1
2020-10-05,13.3,57.3,2.3,,,0
2020-10-06,14.2,55.9,2.5,,,0
2020-10-07,16,48.9,3.8,,,0
2020-10-08,17.2,53,0.1,,,0
2020-10-09,17.2,53.4,4.6,,,0
2020-10-10,16.9,60.1,5.3,,,0
2020-10-11,16.9,68.5,5.8,,,0
2020-10-12,16.2,68.6,2.6,,,0
2020-10-13,13.6,52.3,3.5,,,0
2020-10-14,12.8,47,6.6,,,0
2020-10-15,11.7,41.8,6.6,,,0
2020-10-16,11.8,64.3,7.6,,,0
2020-10-17,13.1,64.3,1,,,0
2020-10-18,13.6,65.5,0.5,,,0
2020-10-19,15.1,74.4,0,,,0
2020-10-20,15.2,67.1,0.4,,,0
2020-10-21,14.1,69.4,7.3,,,0
2020-10-22,13.5,66,4.6,,1.25,1
2020-10-23,8.6,51.5,0,,,0
2020-10-24,8.7,47.6,0,,,0
2020-10-25,11.8,62.5,2.8,,,0
2020-10-26,12.9,71.6,1.6,,,0
2020-10-27,14,74.1,1.1,,,0
2020-10-28,13.8,52.1,3.8,,,0
2020-10-29,10.8,40.3,3.1,,,0
2020-10-30,11.9,42.9,0.4,,,0
2020-10-31,13.6,60.3,6.1,,,0
2020-11-01,13.7,84.3,8.6,,7.17,1
2020-11-02,10.8,58.3,3,,2.33,1
2020-11-03,5.1,47.5,1.5,,0.83,1
2020-11-04,4.9,43.9,0,,,0
2020-11-05,9.6,61.5,5.3,,,0
2020-11-06,13.5,63.3,8.9,,,0
2020-11-07,14.6,68.8,3.6,,0.42,1
2020-11-08,8.5,43.8,0,,,0
2020-11-09,5.5,40.9,2.4,,,0
2020-11-10,7.7,56.1,0,,,0
2020-11-11,9.3,53.5,0,,,0
2020-11-12,10.4,56.9,2,,,0
2020-11-13,12.2,71.5,3,,,0
2020-11-14,12.5,66.9,1.3,,,0
2020-11-15,11.1,75,3.4,,,0
2020-11-16,12.4,70.1,2.1,,,0
2020-11-17,15.9,67.5,7.4,,2.08,1
2020-11-18,16.6,91.4,9.8,,10.83,1
2020-11-19,13.6,90.5,9.8,,14.17,1
2020-11-20,2.8,74.3,6.6,,4.5,1
2020-11-21,6.5,67.9,6.1,,1.67,1
2020-11-22,5.6,80.5,7.8,,8.83,1
2020-11-23,1.7,61.4,0.3,,,0
2020-11-24,2.9,54.5,6.1,,,0
2020-11-25,4.6,64.1,5.4,,,0
2020-11-26,5.6,66.5,5.5,,,0
2020-11-27,4.1,61.6,4.9,,0.17,1
2020-11-28,-0.1,50,2.9,,,0
2020-11-29,-0.6,59.6,4.1,,,0
2020-11-30,-0.2,57.8,0,,,0
2020-12-01,1.1,44.5,4.4,,,0
2020-12-02,2.4,41.4,6.6,,,0
2020-12-03,0.7,47.1,1,,,0
2020-12-04,-0.6,53.8,0.9,,,0
2020-12-05,2.1,63.1,5.6,,,0
2020-12-06,4.5,66.9,4.3,,,0
2020-12-07,3.4,57.5,3.8,,,0
2020-12-08,-0.5,50,0.4,,,0
2020-12-09,1.5,55.1,4.5,,,0
2020-12-10,5.8,69.9,7.8,,2.58,1
2020-12-11,5.3,77.1,6.5,,,0
2020-12-12,2.3,51.3,1.8,,,0
2020-12-13,-1.1,74.9,5.4,,7.58,1
2020-12-14,-7.7,49.1,0,,,0
2020-12-15,-8.3,43,0,,,0
2020-12-16,-8.3,43.9,0,,,0
2020-12-17,-4.9,47,2.3,,1.08,1
2020-12-18,-2.1,57,4.1,,7.58,1
2020-12-19,-5.1,45.1,1.4,,,0
2020-12-20,-3.7,50.4,0,,,0
2020-12-21,-1,64.1,0.9,,,0
2020-12-22,2,67.6,4.8,,,0
2020-12-23,4.5,76.6,7.8,,0.25,1
2020-12-24,2.6,61.5,1.3,,,0
2020-12-25,-0.8,51.9,0.1,,,0
2020-12-26,2.2,65.8,3,,,0
2020-12-27,5.8,62.9,7.5,,1.75,1
2020-12-28,6.7,72.1,5.3,,1.33,1
2020-12-29,0.1,70.8,8.5,,6.25,1
2020-12-30,-10.9,55.5,0.8,,,0
2020-12-31,-8.9,53.9,0.4,,0.33,1
