일시,평균기온(°C),평균 상대습도(%),평균 전운량(1/10),합계 일조 시간(hr),강수 계속시간(hr),구분
2011-06-22,22.7,83.6,9.8,0,13.83,1
2011-06-23,22,92.3,10,0,22.33,1
2011-06-24,19.7,88.9,10,0,20,1
2011-06-25,18.3,84.9,10,0,15,1
2011-06-26,19.2,82.1,9.9,0.6,15.17,1
2011-06-27,19.2,85.9,9.9,0,13,1
2011-06-28,24.1,67.3,6.9,9.9,2.67,1
2011-06-29,21,92.3,10,0,19.67,1
2011-06-30,23.8,87.4,9.5,0.4,10.67,1
2011-07-01,25.1,78.9,8.1,1.1,,0
2011-07-02,24.7,82.3,8.9,0,1.08,1
2011-07-03,22.6,92.1,10,0,19.58,1
2011-07-04,22.5,76.8,4.6,7.1,,0
2011-07-05,24.3,64.6,1.9,11.7,,0
2011-07-06,25.6,60.9,6.8,4.6,,0
2011-07-07,22.9,84.9,10,0,14.08,1
2011-07-08,22.4,84.1,10,0,5.83,1
2011-07-09,23.6,83.5,8,1.3,9,1
2011-07-10,24.2,80.4,9.3,1.2,4.08,1
2011-07-11,21.2,90.3,10,0,20.25,1
2011-07-12,22.8,87.9,10,0,13.25,1
2011-07-13,24.3,85.6,10,0,15,1
2011-07-14,23.6,89.5,10,0,18.17,1
2011-07-15,23.4,89.4,10,0,19.98,1
2011-07-16,22.8,91.1,9.9,0.1,18.42,1
2011-07-17,25.1,82.5,8.9,1,1.5,1
2011-07-18,28.7,62.8,5,7.4,,0
2011-07-19,28.5,55.5,2.3,12.4,,0
2011-07-20,27.6,50.3,1.1,13.1,,0
2011-07-21,27.1,48,3,12.8,,0
2011-07-22,24.1,71,9.3,0,1.58,1
2011-07-23,25.4,76.3,8.5,2.1,1,1
2011-07-24,24.8,81.6,9.1,0.3,10.92,1
2011-07-25,24.9,85.3,9.3,0.5,8.87,1
2011-07-26,24.8,81,8.6,0.3,7.3,1
2011-07-27,24,92.1,10,0,23.5,1
2011-07-28,24.7,89,10,0,16.52,1
2011-07-29,26.2,81.6,8.1,2.4,5.62,1
2011-07-30,27.2,75.3,7.3,1,0.5,1
2011-07-31,24.7,87.8,9.6,0,14.75,1
2011-08-01,25.6,81.1,9.4,0.7,3.08,1
2011-08-02,26.1,77.5,8.5,2.2,0.92,1
2011-08-03,25.4,83,8.8,0.7,2.58,1
2011-08-04,25.4,86.3,8.4,0.4,8.87,1
2011-08-05,28.9,67.8,4.6,8.3,,0
2011-08-06,28.5,67.5,6.5,0.5,0.67,1
2011-08-07,28.7,63.9,7.6,4.3,5.33,1
2011-08-08,24.7,84.8,10,0,15.75,1
2011-08-09,26,76.3,8.9,1.7,3.03,1
2011-08-10,25.8,81,8.5,1.2,1.75,1
2011-08-11,26.6,78.9,8.5,1.2,0.12,1
2011-08-12,25.3,86.5,10,0,14.67,1
2011-08-13,25.3,83.9,9.5,0,8.58,1
2011-08-14,25,86.8,10,0,6.05,1
2011-08-15,24.5,87.3,9.5,0,5.08,1
2011-08-16,25,87.8,10,0,8.67,1
2011-08-17,23.7,91.1,10,0,12,1
2011-08-18,25.2,73.3,6.6,4.8,0.5,1
2011-08-19,24.4,75.6,8.8,1,,0
2011-08-20,23.1,76.9,7.9,1.6,0.67,1
2011-08-21,24.4,68.4,4,8.9,,0
2011-08-22,23.5,71.4,6.5,2.2,1,1
2011-08-23,24.3,60.1,3.5,8.9,,0
2011-08-24,24.8,57.9,5.9,5.5,,0
2011-08-25,25.7,57.3,5.6,8.1,,0
2011-08-26,26.4,57.5,6.8,7.6,,0
2011-08-27,27.6,59.5,6.3,5.5,,0
2011-08-28,27.3,66.8,5.3,6.3,,0
2011-08-29,26.8,75.6,6.3,0.7,,0
2011-08-30,27.1,70,8,1.5,1.97,1
2011-08-31,27.9,62.6,1,10.2,,0
2011-09-01,27,63.3,0.6,10.9,,0
2011-09-02,26.9,58.1,1.9,8,,0
2011-09-03,25.1,48,0.9,10.1,,0
2011-09-04,23.7,47.6,3.6,3.6,,0
2011-09-05,23.8,55.9,2,11.4,,0
2011-09-06,23.4,52.5,0,11.9,,0
2011-09-07,22.6,49.9,6,5.8,,0
2011-09-08,22.3,53.8,7.5,3.7,3.75,1
2011-09-09,19.9,75.5,9.8,0,10.5,1
2011-09-10,21.5,68.6,9,1.2,,0
2011-09-11,21.2,77.1,9.4,0,3.08,1
2011-09-12,23.3,69.6,8.9,1.4,0.25,1
2011-09-13,25,50.3,7.1,5.3,,0
2011-09-14,24.4,70.9,6.6,1.3,,0
2011-09-15,25.7,68.8,4.9,6.7,,0
2011-09-16,25.6,68.1,6.3,3.6,,0
2011-09-17,25.8,65.6,7.3,4.2,0.92,1
2011-09-18,21,63,8,3.9,2.17,1
2011-09-19,16.8,56.1,7.8,0,6.83,1
2011-09-20,17.7,44.5,4.5,5.6,,0
2011-09-21,18.1,44.4,2,7.9,,0
2011-09-22,18.1,49.8,0.8,10.3,,0
2011-09-23,19.5,49.9,0.4,11.1,,0
2011-09-24,19.6,55.9,0.5,10.7,,0
2011-09-25,20,61.3,0.5,8.8,,0
2011-09-26,21.2,52.1,0,10.8,,0
2011-09-27,21.8,41.1,0,11,,0
2011-09-28,19.8,52.6,7.1,0.2,,0
2011-09-29,16.9,83.3,8.8,0.1,11.5,1
2011-09-30,14.8,49.5,1.8,10.9,,0
2011-10-01,12.7,48.9,1,11,,0
2011-10-02,13.3,42.1,2.1,10.3,,0
2011-10-03,13.8,44.3,0.1,10.9,,0
2011-10-04,14.9,47.3,2.6,9.7,,0
2011-10-05,16.4,51.5,5,5.4,,0
2011-10-06,16.5,54.1,2.6,8,,0
2011-10-07,15.4,57.5,0.3,10.4,,0
2011-10-08,16.2,55.3,0,10.2,,0
2011-10-09,16.6,59,5,3,,0
2011-10-10,16.9,69.6,5.1,4.6,,0
2011-10-11,16.5,58.1,0.9,10,,0
2011-10-12,14.7,52.5,7.1,,,0
2011-10-13,16.6,51.4,2.1,10.1,,0
2011-10-14,14.4,79.3,8.6,0,5.2,1
2011-10-15,13,85.3,8.3,0,7.38,1
2011-10-16,14.8,62.8,3.6,8,1.42,1
2011-10-17,11.2,34.3,0.1,10.3,,0
2011-10-18,9.4,37.4,0,10.5,,0
2011-10-19,12.8,44,1.1,10,,0
2011-10-20,15.5,52.4,5.6,6.8,,0
2011-10-21,17.3,53.1,8.3,5,,0
2011-10-22,17.1,59.8,5.5,3.8,,0
2011-10-23,16.5,66.3,6.5,5.6,3.08,1
2011-10-24,12.3,72.3,8.4,0,6.25,1
2011-10-25,7.6,36.9,0,9.9,,0
2011-10-26,9.5,42.8,3.3,9.5,,0
2011-10-27,12.7,43.6,5.5,8.3,,0
2011-10-28,14.5,49.6,4.8,7,,0
2011-10-29,12,80.5,8.8,0,8.08,1
2011-10-30,14.8,54.8,2.3,8.9,,0
2011-10-31,15,42.8,3.4,8.1,,0
2011-11-01,16.1,45.9,3.1,9.6,,0
2011-11-02,16.2,46.1,6,6.8,,0
2011-11-03,16.8,49.1,1.1,9.5,,0
2011-11-04,18.4,67.6,8.9,1.3,1.33,1
2011-11-05,19.9,67.5,8.1,4.9,0.58,1
2011-11-06,14.6,79.8,8.3,0,10.25,1
2011-11-07,15.1,68.9,6.5,3.3,,0
2011-11-08,14.9,65,6.9,4.7,,0
2011-11-09,14.5,59.4,6.6,5.4,,0
2011-11-10,14.1,54.1,7.6,2.8,,0
2011-11-11,12.5,71.1,8.6,0,7.75,1
2011-11-12,12,66.5,4.6,5.6,,0
2011-11-13,11.3,53.9,3.4,6.2,,0
2011-11-14,6.4,37.3,0,9.5,,0
2011-11-15,7.2,43.8,0.8,9.3,,0
2011-11-16,10.9,51.1,5.9,7.2,,0
2011-11-17,13.6,52.9,8.5,0.2,0.5,1
2011-11-18,14.2,81,9.8,1.7,10.5,1
2011-11-19,10.6,71.4,5.8,3.5,1.58,1
2011-11-20,0.4,40.5,0.5,9.4,,0
2011-11-21,1.6,39.1,0,9.4,,0
2011-11-22,5.6,53.1,9,0,1.25,1
2011-11-23,2.8,68.5,8.3,1.2,6.17,1
2011-11-24,-1.6,45.8,2,9.3,,0
2011-11-25,2.8,49.4,3.5,8.6,0.42,1
2011-11-26,5.6,55.9,9.3,0,0.33,1
2011-11-27,13.5,73.5,9.8,0,0.33,1
2011-11-28,14.6,82.8,9,0.1,2.83,1
2011-11-29,11.3,87.5,9.5,0,7.67,1
2011-11-30,4.7,82.8,9.9,0,17.25,1
2011-12-01,5.8,55,6.9,4.8,,0
2011-12-02,5.5,58.6,8.6,0,4.33,1
2011-12-03,5.3,73.6,5.8,4,6.33,1
2011-12-04,2.5,51.4,2.9,8,,0
2011-12-05,1.5,35.9,4.8,7.4,,0
2011-12-06,3.9,39.3,6.8,5.3,,0
2011-12-07,4,60.1,9,0,,0
2011-12-08,0.1,59.6,4.8,8.1,,0
2011-12-09,-2.7,50.8,5.1,2.9,2.5,1
2011-12-10,-1.7,48.6,4.4,7,0.97,1
2011-12-11,2.8,64.6,7.5,3.8,1.25,1
2011-12-12,3.5,54.4,3.6,8.8,0.25,1
2011-12-13,1.5,42.8,2.1,8.7,,0
2011-12-14,2.4,60.9,6.4,1.6,0.67,1
2011-12-15,-3.9,38.8,0.8,8.9,,0
2011-12-16,-7.1,39.1,0.1,9,,0
2011-12-17,-5.8,45.6,2.4,9.1,,0
2011-12-18,-2.4,46.8,2.8,8.6,2.25,1
2011-12-19,-2.4,38.3,0.5,8.8,,0
2011-12-20,-0.3,40.8,4.5,6.8,,0
2011-12-21,1.9,61.8,8.9,1.8,3.17,1
2011-12-22,-5.5,33.9,1,8.9,,0
2011-12-23,-5.4,42.8,3.4,7.8,3.42,1
2011-12-24,-5.2,54,1.4,8.8,2.25,1
2011-12-25,-7.1,35.4,0,9,,0
2011-12-26,-7.1,29.1,0,9,,0
2011-12-27,-4,37.4,1.4,7.8,,0
2011-12-28,-0.5,65,7.6,2.2,3.92,1
2011-12-29,-1.7,66.1,2.8,8.1,,0
2011-12-30,-3,66.6,0,7.4,,0
2011-12-31,-1.9,66.5,5.5,3.2,,0
2012-01-01,-3,64.5,5.1,4.4,1.58,1
2012-01-02,-4.8,66.5,2.9,5.9,,0
2012-01-03,-4.5,68.3,7.5,2.7,6.08,1
2012-01-04,-7.4,55.4,1.1,8.1,2.25,1
2012-01-05,-5.7,49.8,0,9,,0
2012-01-06,-2.8,42.9,3.1,8.4,,0
2012-01-07,-3.8,46.5,0,8.5,,0
2012-01-08,-2.5,54.3,6.8,2.8,,0
2012-01-09,-0.3,66.1,6.4,2.4,0.17,1
2012-01-10,-2.5,53.9,1.9,6.6,,0
2012-01-11,-6,42.3,0,9,,0
2012-01-12,-4.6,56.5,4.5,6.3,1.83,1
2012-01-13,-1.2,52.8,3.3,6.7,,0
2012-01-14,-1.5,51.6,2.5,8.7,,0
2012-01-15,-2.6,44.5,4.6,6.3,,0
2012-01-16,1,44.6,1.4,9.1,,0
2012-01-17,2.8,48.5,4.3,5.2,,0
2012-01-18,1.4,39.8,4.8,4.6,,0
2012-01-19,5.3,54.4,9.3,0.3,4.42,1
2012-01-20,5.4,61,9.8,0.9,9.25,1
2012-01-21,2.4,60.3,7.8,0,2.33,1
2012-01-22,-7.7,37.9,1.9,9,,0
2012-01-23,-9.6,33.3,0,9.3,,0
2012-01-24,-7.3,39.9,2,9.2,2.5,1
2012-01-25,-8.2,41.3,0,9.5,,0
2012-01-26,-2.9,54.5,4.3,7.5,0.13,1
2012-01-27,-0.9,64.6,3.4,2.9,0.17,1
2012-01-28,-1.8,24.4,4.4,7.1,,0
2012-01-29,-2.8,23.4,1.1,8.7,,0
2012-01-30,-5.6,22.4,0.3,9.5,,0
2012-01-31,-4.7,48.4,7.5,1.9,6.42,1
2012-02-01,-12.8,47.9,0,9.5,,0
2012-02-02,-13.7,44.4,0,9.6,,0
2012-02-03,-8.6,54.3,3.4,9.4,2.58,1
2012-02-04,-3,48.5,3,9.5,1.58,1
2012-02-05,-0.9,36.1,4.3,6.4,,0
2012-02-06,0.9,50.6,8,4.3,2.58,1
2012-02-07,-8.7,42.3,0,9.6,0.42,1
2012-02-08,-8,39.1,2.5,9.6,,0
2012-02-09,-4.5,48.9,3.8,9.2,,0
2012-02-10,-3.5,46.4,3.6,7.8,2.08,1
2012-02-11,-3.8,42.5,0.1,9.7,,0
2012-02-12,-0.1,34.4,4.9,8.9,,0
2012-02-13,3.1,26.3,5.3,5.2,,0
2012-02-14,3,48.9,4,7.5,,0
2012-02-15,-1.3,31.5,5.6,8.2,,0
2012-02-16,-2.8,32.4,2,9.6,,0
2012-02-17,-6.4,35.1,1,8.3,,0
2012-02-18,-6.8,38.9,0.5,9.8,,0
2012-02-19,-4.4,39.6,0,10.1,,0
2012-02-20,-0.2,56.8,0.5,9.6,,0
2012-02-21,2.3,59.1,6.9,0.5,,0
2012-02-22,5.8,46.6,5.4,8.7,,0
2012-02-23,4.4,64.4,6.9,5.8,2.83,1
2012-02-24,4.3,61.3,6.8,4.7,,0
2012-02-25,1.2,57.4,7.1,3.6,,0
2012-02-26,-1.6,33.5,4.4,6.6,,0
2012-02-27,-0.7,31.3,0,10.5,,0
2012-02-28,2.1,26.6,5,3.5,,0
2012-02-29,5.4,27.1,3.6,9.2,,0
2012-03-01,8.7,20.1,5.9,7.7,,0
2012-03-02,6.9,54.6,8.5,2.1,7,1
2012-03-03,6.9,47.1,5.4,8.9,,0
2012-03-04,6.2,49.9,8.5,1.4,2.75,1
2012-03-05,5.3,66.9,10,0,11.58,1
2012-03-06,3,81.6,9.5,0,10.67,1
2012-03-07,3,60.1,5.8,7.2,,0
2012-03-08,2,47.8,5.6,4,,0
2012-03-09,3.4,48.9,6.4,5.3,,0
2012-03-10,3.9,52.5,7,7,,0
2012-03-11,-2.4,43,1.9,11.1,1.17,1
2012-03-12,-1.6,40.1,0,11.2,,0
2012-03-13,1.7,49.8,0.6,9.2,,0
2012-03-14,3.6,70.4,7,0.3,0.25,1
2012-03-15,5.5,35.8,1.9,10.4,,0
2012-03-16,8.1,51.1,9.9,0,7.08,1
2012-03-17,10.4,71.4,7.6,5.5,4.33,1
2012-03-18,6.9,62.8,3.4,8.2,,0
2012-03-19,2.8,38,1.9,9.8,,0
2012-03-20,3.1,30.6,0.4,11.3,,0
2012-03-21,4.3,36.3,0.9,11,,0
2012-03-22,7.8,53.6,8.6,2,0.42,1
2012-03-23,5,82.5,10,0,19.58,1
2012-03-24,3.3,54.5,4.8,7.5,9.92,1
2012-03-25,3.6,36.6,1.6,10.9,,0
2012-03-26,3.9,38.3,0,11.6,,0
2012-03-27,6.4,57.6,5,4.9,,0
2012-03-28,10.1,56.4,4,8.2,,0
2012-03-29,11.6,57,6,4.9,1.83,1
2012-03-30,9,73.5,9.3,0,4.83,1
2012-03-31,5.4,38.4,3.6,10.2,0.08,1
2012-04-01,4.6,28.1,0,10.9,,0
2012-04-02,8.3,56.9,9.3,0.2,10.33,1
2012-04-03,4.9,66.9,6.3,2.9,13.33,1
2012-04-04,7.2,57.3,0.8,10.5,,0
2012-04-05,6.7,43.4,0.8,11.7,,0
2012-04-06,5.4,41.5,2.1,7.8,,0
2012-04-07,5.9,35.5,0,12,,0
2012-04-08,11.3,47.3,2.9,9.6,,0
2012-04-09,15.4,55.8,4,8.4,,0
2012-04-10,13.7,82.8,9.3,0,11.42,1
2012-04-11,12.2,72.5,5.8,5.4,8.58,1
2012-04-12,8.9,49.5,6.1,4.3,,0
2012-04-13,10.3,52.8,8.4,1,,0
2012-04-14,10.5,68,3.9,8.1,,0
2012-04-15,13.4,56,3.5,10.9,,0
2012-04-16,11.9,58,3,8,,0
2012-04-17,13.6,38.1,0,11.9,,0
2012-04-18,15.2,32.3,4.6,7.8,,0
2012-04-19,17,34.1,6.1,8.3,,0
2012-04-20,18.4,38.9,6.1,9.3,,0
2012-04-21,11.4,72.6,9.9,0,16.17,1
2012-04-22,9.4,91.4,10,0,21.5,1
2012-04-23,12.9,82.1,7.3,0.6,2.08,1
2012-04-24,19.7,60.3,5.1,9.2,,0
2012-04-25,15.1,72.8,9.9,0,18.08,1
2012-04-26,11.9,53.4,2.4,12.7,3.67,1
2012-04-27,15.2,32,1.8,11.9,,0
2012-04-28,17,42.4,1.8,8.9,,0
2012-04-29,19.9,57.1,6.8,7.8,,0
2012-04-30,22.9,43.3,0,12.4,,0
2012-05-01,22.6,46.1,6.8,6.4,,0
2012-05-02,23.1,47.3,3.3,10,0.75,1
2012-05-03,20,53.8,3.4,9.6,0.33,1
2012-05-04,19.7,48.8,0,12.2,,0
2012-05-05,18.8,42.4,1.6,12.2,,0
2012-05-06,18.1,31.9,0.4,12.4,,0
2012-05-07,18.5,33.3,2.5,10.2,,0
2012-05-08,20.8,27.5,3.8,9,,0
2012-05-09,20.7,45.4,0,10.7,,0
2012-05-10,20.1,45.1,2.4,11.1,,0
2012-05-11,16.2,55.4,8.9,0.4,,0
2012-05-12,17.1,57.9,8.1,1.8,,0
2012-05-13,19.1,53,7.3,8.3,,0
2012-05-14,16.1,78.8,10,0,12.25,1
2012-05-15,16.9,65.3,4.5,10.6,1.58,1
2012-05-16,16.6,58.6,5.9,7.6,0.25,1
2012-05-17,16.6,56.6,4,7.9,1.58,1
2012-05-18,18.1,51.4,2.1,12.7,,0
2012-05-19,19.5,38,4.4,11.6,,0
2012-05-20,21.3,39.1,0,12.3,,0
2012-05-21,23,34.8,0,12.4,,0
2012-05-22,23.3,34.6,3.9,12.4,,0
2012-05-23,22.1,39.5,3.5,10.4,,0
2012-05-24,19.7,53,6.9,1.5,,0
2012-05-25,20.5,45.4,3.3,11.5,,0
2012-05-26,19.8,44.8,3.5,8,,0
2012-05-27,19.3,65.6,5.9,2.8,2.92,1
2012-05-28,20.9,58,7.3,3.3,0.25,1
2012-05-29,21.6,40.8,6.8,3,,0
2012-05-30,20.7,44.4,9.1,0.6,1.42,1
2012-05-31,20.9,58.6,3.8,8.4,1,1
2012-06-01,21.4,52.3,5.8,6.1,,0
2012-06-02,23.1,44.8,6.8,7.5,,0
2012-06-03,23.3,38.9,2.8,12.7,,0
2012-06-04,23.7,35.1,3.9,11.6,,0
2012-06-05,22.5,62.6,6,10,0.17,1
2012-06-06,23,62,7.3,8.2,,0
2012-06-07,23,62.8,4.6,5.5,,0
2012-06-08,22.2,66.4,8.4,1.7,1.42,1
2012-06-09,24.2,59.5,5.6,7.6,,0
2012-06-10,23.7,58.8,6,7.8,,0
2012-06-11,23.2,59.4,6.8,4.3,,0
2012-06-12,22.6,58.9,5.9,7.3,1.67,1
2012-06-13,23.4,53.1,5,6.4,,0
2012-06-14,24.8,49.1,5.5,9,,0
2012-06-15,23.7,52.8,7.6,4.7,,0
2012-06-16,23.5,61.3,4.8,10.2,,0
2012-06-17,23.6,52.5,2.9,12.3,,0
2012-06-18,24.9,46.5,7.3,8.2,,0
2012-06-19,26,44.8,3.8,9.3,,0
2012-06-20,25.4,49.1,2.1,13,,0
2012-06-21,25.7,55.3,3.4,9.2,,0
2012-06-22,24.3,61.4,5.1,3.6,0.5,1
2012-06-23,26.2,55.8,3.8,7.5,,0
2012-06-24,27.8,48.3,5.3,5.4,,0
2012-06-25,26.5,40.5,2.5,10.9,,0
2012-06-26,24.6,44.9,5.1,12.8,,0
2012-06-27,24.8,47.1,3,9.4,,0
2012-06-28,25.3,50.4,6.5,4.9,,0
2012-06-29,25.9,60.4,8.9,4.8,6.08,1
2012-06-30,21.9,87.8,10,0.1,14.58,1
2012-07-01,21.6,80.1,8.5,2,1.33,1
2012-07-02,24,62.8,7.3,6.2,,0
2012-07-03,22.7,78.1,8.3,3.2,3.25,1
2012-07-04,24.4,79.8,8.9,1.6,1.92,1
2012-07-05,22.7,89.6,10,0,15.25,1
2012-07-06,20.9,88.8,9.3,0,18.33,1
2012-07-07,24.8,62.1,2.1,12,,0
2012-07-08,25.8,64.5,1.5,13.1,,0
2012-07-09,26.3,64.1,5.8,6.7,,0
2012-07-10,25.9,67.4,8.9,0.7,5.17,1
2012-07-11,23.3,83.5,9.4,0.8,10.5,1
2012-07-12,24.7,72.3,9.5,1,2.58,1
2012-07-13,26.1,76.1,8.8,2.6,5,1
2012-07-14,22.8,82.1,10,0.3,10.83,1
2012-07-15,19.7,89.5,10,0,23.75,1
2012-07-16,21.7,80.3,9.1,0.5,7.25,1
2012-07-17,25.5,70.5,9.3,0.3,1.33,1
2012-07-18,26.3,78.8,9.4,0.8,5.5,1
2012-07-19,23.9,85.3,9.6,2.4,9.17,1
2012-07-20,25.6,73.6,7.1,7.3,3.42,1
2012-07-21,27.5,67.4,6,6.8,,0
2012-07-22,27.2,74.4,7.5,3.5,3.92,1
2012-07-23,27.6,73.9,8.8,1.7,2.25,1
2012-07-24,27.8,71.9,6.8,8.4,,0
2012-07-25,27.9,68,4.9,10.6,,0
2012-07-26,28.1,63.4,2.4,13,,0
2012-07-27,27.9,68,4.1,9.1,,0
2012-07-28,28.5,67.3,4.6,8.4,,0
2012-07-29,29.2,66.8,5.5,9.6,0.33,1
2012-07-30,28.4,72.3,7.6,5,1.83,1
2012-07-31,29,66.1,6.9,6.4,0.33,1
2012-08-01,30.8,56.8,5.5,9.8,,0
2012-08-02,30.8,53.6,4.6,11.7,,0
2012-08-03,31.3,51.9,3.5,12.9,,0
2012-08-04,31.7,50.1,3,11.3,,0
2012-08-05,31.8,51,1.9,12.2,,0
2012-08-06,31.5,54.1,2.9,9.4,,0
2012-08-07,30.7,48,3,9.2,,0
2012-08-08,29.6,51.6,4,9.7,,0
2012-08-09,29.7,63.5,5.3,8.5,,0
2012-08-10,27.4,69.4,8.9,0.2,3.83,1
2012-08-11,27.7,65,5.9,2.6,,0
2012-08-12,25.5,80.3,9.3,0,13,1
2012-08-13,26.6,65,6.8,6.5,2.92,1
2012-08-14,26.7,64.3,5.6,6.9,4.33,1
2012-08-15,23.7,88,9.8,0,13.83,1
2012-08-16,26,68.8,6.8,4.4,,0
2012-08-17,27.5,74,7.1,3.8,0.25,1
2012-08-18,27.2,80.3,9.5,0,8.25,1
2012-08-19,27.9,75.8,9.5,1.9,5.08,1
2012-08-20,25.4,87.4,10,0,20.75,1
2012-08-21,25.3,85.4,9.5,0.6,15.47,1
2012-08-22,22,80.5,9.4,0,11.33,1
2012-08-23,23,68.3,8.4,1.8,0.58,1
2012-08-24,23.3,70,9.3,0.1,4.42,1
2012-08-25,25,80.1,8.5,2.3,6.83,1
2012-08-26,27.5,72.3,6.1,5.4,0.17,1
2012-08-27,28.5,59.9,5,9.2,,0
2012-08-28,26.1,69.5,10,0,14.75,1
2012-08-29,25.7,70.3,7.8,7,3.25,1
2012-08-30,21.4,85.8,9.5,0,20.67,1
2012-08-31,23.8,65.6,3,11.3,,0
2012-09-01,25.2,69,5.9,8.2,,0
2012-09-02,25,65.1,3.9,8.2,,0
2012-09-03,24.9,71.4,6.3,3.7,,0
2012-09-04,22,84.1,9.8,0.5,12.67,1
2012-09-05,22.3,61.1,4.8,9.7,4.5,1
2012-09-06,21.6,52.9,0,12,,0
2012-09-07,22.5,60.6,6.8,7.7,0.67,1
2012-09-08,20.2,71.8,8.3,2.9,3.58,1
2012-09-09,20.9,68.4,8.4,4.5,,0
2012-09-10,23.2,61.4,3.4,10.5,,0
2012-09-11,22.8,53.1,2.9,10.5,,0
2012-09-12,21.6,68.9,8.5,0.2,0.58,1
2012-09-13,20,87.1,10,0,15.37,1
2012-09-14,19.4,68.5,8.9,2.1,5.92,1
2012-09-15,21,56.8,7.9,7.2,,0
2012-09-16,19.9,60.1,9.4,0,4.58,1
2012-09-17,17.3,86.8,9.9,0,18.92,1
2012-09-18,20.9,69.4,6.5,9.1,,0
2012-09-19,20.6,63.9,4.5,7.6,,0
2012-09-20,20.1,69.6,3.4,7.9,0.25,1
2012-09-21,20.1,68.3,5,5.2,,0
2012-09-22,20.7,60.6,4.5,9.6,,0
2012-09-23,21.2,56.6,1.6,11.2,,0
2012-09-24,21.5,49.8,0.5,11.2,,0
2012-09-25,21.8,52.3,0.6,10.8,,0
2012-09-26,21.3,60,7.1,5.6,,0
2012-09-27,20.3,62,6.8,1.7,,0
2012-09-28,18,72.3,6.3,4,3.92,1
2012-09-29,16.4,58.8,5.1,8.6,0.5,1
2012-09-30,16.2,63.8,1.6,10.4,,0
2012-10-01,18.1,64.3,0.9,10.4,,0
2012-10-02,19.3,64.3,1.5,8.4,,0
2012-10-03,19.9,60.4,3.5,9.1,,0
2012-10-04,19,61.6,1.4,10.3,,0
2012-10-05,19,61.4,6.9,4.4,,0
2012-10-06,19.6,52.9,3.6,8.8,,0
2012-10-07,19.2,54.9,0.9,9.8,,0
2012-10-08,18.4,53,2.8,8.7,,0
2012-10-09,17.6,60,5,5.6,,0
2012-10-10,15.7,69.6,4.5,3.5,2.18,1
2012-10-11,13.9,47.4,0.1,10.7,,0
2012-10-12,14.9,51.8,1.4,10.6,,0
2012-10-13,16.4,54,3.5,9.4,,0
2012-10-14,16.3,39.9,2.5,7.9,,0
2012-10-15,14.8,33.3,1.8,10.5,,0
2012-10-16,17.1,46.5,4.8,8.2,,0
2012-10-17,12.6,57,4.1,7.2,7,1
2012-10-18,11.6,46.5,0.3,10.4,,0
2012-10-19,14.8,52.3,1.5,9.8,,0
2012-10-20,15.8,65,5.9,6.8,,0
2012-10-21,18.3,70.5,4.8,6.3,,0
2012-10-22,13.4,77.3,8.9,0.3,10.83,1
2012-10-23,10,49.4,2.4,10,0.67,1
2012-10-24,13.2,62.8,6.9,3.5,,0
2012-10-25,15.2,68.5,5.3,4,,0
2012-10-26,15.9,62.1,2.4,8.9,,0
2012-10-27,14.3,84.5,9.8,0,17.5,1
2012-10-28,14.3,65.4,2.9,9.5,0.42,1
2012-10-29,11.7,60.6,4.8,6.4,0.5,1
2012-10-30,8.6,55.4,1.5,9.6,0.75,1
2012-10-31,6.9,50.9,5.1,6.4,1.03,1
2012-11-01,5.6,36.5,0.4,9.8,,0
2012-11-02,7.2,36.9,0.3,9.8,,0
2012-11-03,9.4,41.5,1.5,9.5,,0
2012-11-04,11.8,56.5,8.9,1.3,9.92,1
2012-11-05,8.5,87.6,9.6,0.5,6.8,1
2012-11-06,7.1,81,9.3,0.7,9.42,1
2012-11-07,8.4,68.4,5,6.5,,0
2012-11-08,8.8,74.6,6.1,0,,0
2012-11-09,9.4,63.6,1.6,8.4,,0
2012-11-10,12,49.3,4.8,9.1,,0
2012-11-11,8.7,72,8.9,0.7,14.67,1
2012-11-12,7.3,67.8,9.4,1.4,12.25,1
2012-11-13,5.3,54.8,4.9,7.2,0.5,1
2012-11-14,2.4,53.3,1.8,9.3,0.58,1
2012-11-15,4.2,51.5,0,9.5,,0
2012-11-16,4.9,74,7.1,0.6,7.92,1
2012-11-17,5.3,61.6,4.5,7.4,1.83,1
2012-11-18,3.5,45.1,1.6,9.4,,0
2012-11-19,3.4,64.4,5,5.8,4.17,1
2012-11-20,1.9,51.6,1.3,8.9,,0
2012-11-21,4.1,62.5,5,5.1,,0
2012-11-22,6.7,68.3,5.6,5.2,0.5,1
2012-11-23,3.3,63,5.9,6.4,,0
2012-11-24,1.7,46.9,0,9.3,,0
2012-11-25,3.4,55.6,7.6,4.3,3.5,1
2012-11-26,2.3,51.5,3.8,8.1,7.08,1
2012-11-27,2.1,38.9,1.6,9.3,,0
2012-11-28,5,54.5,5.3,3.5,3.58,1
2012-11-29,0.8,34.4,3.8,8.2,,0
2012-11-30,1.7,49.6,5.5,5.9,1,1
2012-12-01,-0.9,47.9,3,8.9,,0
2012-12-02,2.9,50.4,5.1,7.8,,0
2012-12-03,1.7,66.9,8.6,0,5.62,1
2012-12-04,-3.3,41.3,0.5,9.2,,0
2012-12-05,-3.8,66.5,6.4,0.1,5.47,1
