행정구역,2022년07월_총인구수,2022년07월_세대수,2022년07월_세대당 인구,2022년07월_남자 인구수,2022년07월_여자 인구수,2022년07월_남여 비율
강원도 정선군 임계면(4277035000),"3,456","2,034",1.7,"1,832","1,624",1.13
강원도 정선군 화암면(4277036000),"1,632",947,1.72,892,740,1.21
강원도 정선군 여량면(4277037000),"1,970","1,153",1.71,"1,036",934,1.11
강원도 철원군 (4278000000),"42,715","20,754",2.06,"22,119","20,596",1.07
강원도 철원군 철원읍(4278025000),"5,212","2,415",2.16,"2,640","2,572",1.03
강원도 철원군 김화읍(4278025300),"3,391","1,621",2.09,"1,809","1,582",1.14
강원도 철원군 갈말읍(4278025600),"11,776","5,767",2.04,"6,280","5,496",1.14
강원도 철원군 동송읍(4278025900),"14,702","7,063",2.08,"7,409","7,293",1.02
강원도 철원군 서면(4278031000),"1,799","1,024",1.76,993,806,1.23
강원도 철원군 서면와수출장소(4278031500),"3,594","1,698",2.12,"1,811","1,783",1.02
강원도 철원군 근남면(4278032000),"2,135","1,105",1.93,"1,127","1,008",1.12
강원도 철원군 근북면(4278033000),106,61,1.74,50,56,0.89
강원도 화천군 (4279000000),"23,864","12,392",1.93,"12,874","10,990",1.17
강원도 화천군 화천읍(4279025000),"8,193","3,942",2.08,"4,242","3,951",1.07
강원도 화천군 간동면(4279031000),"2,654","1,531",1.73,"1,409","1,245",1.13
강원도 화천군 하남면(4279032000),"2,864","1,382",2.07,"1,508","1,356",1.11
강원도 화천군 상서면(4279033000),"3,964","2,389",1.66,"2,393","1,571",1.52
강원도 화천군 사내면(4279034000),"6,189","3,148",1.97,"3,322","2,867",1.16
강원도 양구군 (4280000000),"21,555","10,651",2.02,"11,303","10,252",1.1
강원도 양구군 양구읍(4280025000),"13,732","6,215",2.21,"6,949","6,783",1.02
강원도 양구군 국토정중앙면(4280031500),"3,316","1,865",1.78,"1,855","1,461",1.27
강원도 양구군 동면(4280032000),"2,021","1,139",1.77,"1,121",900,1.25
강원도 양구군 방산면(4280033000),"1,244",756,1.65,705,539,1.31
강원도 양구군 해안면(4280034000),"1,242",676,1.84,673,569,1.18
강원도 인제군 (4281000000),"32,198","16,531",1.95,"17,499","14,699",1.19
강원도 인제군 인제읍(4281025000),"10,311","4,765",2.16,"5,416","4,895",1.11
강원도 인제군 인제읍귀둔출장소(4281025100),505,266,1.9,265,240,1.1
강원도 인제군 남면(4281031000),"3,789","2,062",1.84,"2,058","1,731",1.19
강원도 인제군 북면(4281032000),"7,964","4,151",1.92,"4,309","3,655",1.18
강원도 인제군 기린면(4281033000),"5,000","2,657",1.88,"2,731","2,269",1.2
강원도 인제군 서화면(4281034000),"2,609","1,462",1.78,"1,560","1,049",1.49
강원도 인제군 상남면(4281035000),"2,020","1,168",1.73,"1,160",860,1.35
강원도 고성군 (4282000000),"27,316","15,222",1.79,"14,084","13,232",1.06
강원도 고성군 간성읍(4282025000),"7,102","3,541",2.01,"3,757","3,345",1.12
강원도 고성군 거진읍(4282025300),"5,943","3,527",1.69,"2,956","2,987",0.99
강원도 고성군 현내면(4282031000),"2,291","1,366",1.68,"1,117","1,174",0.95
강원도 고성군 죽왕면(4282032000),"3,426","1,997",1.72,"1,767","1,659",1.07
강원도 고성군 토성면(4282033000),"8,554","4,791",1.79,"4,487","4,067",1.1
강원도 양양군 (4283000000),"27,856","14,898",1.87,"14,213","13,643",1.04
강원도 양양군 양양읍(4283025000),"12,658","6,296",2.01,"6,424","6,234",1.03
강원도 양양군 서면(4283031000),"2,785","1,512",1.84,"1,430","1,355",1.06
강원도 양양군 손양면(4283032000),"2,278","1,250",1.82,"1,145","1,133",1.01
강원도 양양군 현북면(4283033000),"2,617","1,565",1.67,"1,349","1,268",1.06
강원도 양양군 현남면(4283034000),"2,950","1,743",1.69,"1,534","1,416",1.08
강원도 양양군 강현면(4283035000),"4,568","2,532",1.8,"2,331","2,237",1.04
충청북도  (4300000000),"1,597,163","770,205",2.07,"811,286","785,877",1.03
충청북도 청주시 (4311000000),"849,083","392,190",2.16,"428,527","420,556",1.02
충청북도 청주시 상당구 (4311100000),"194,168","85,614",2.27,"96,480","97,688",0.99
충청북도 청주시 상당구 낭성면(4311131000),"2,206","1,235",1.79,"1,160","1,046",1.11
충청북도 청주시 상당구 미원면(4311132000),"4,819","2,840",1.7,"2,482","2,337",1.06
충청북도 청주시 상당구 가덕면(4311133000),"3,841","2,100",1.83,"1,965","1,876",1.05
충청북도 청주시 상당구 남일면(4311134000),"6,792","3,257",2.09,"3,477","3,315",1.05
충청북도 청주시 상당구 문의면(4311135000),"3,831","2,052",1.87,"1,990","1,841",1.08
충청북도 청주시 상당구 중앙동(4311152500),"6,865","3,516",1.95,"3,359","3,506",0.96
충청북도 청주시 상당구 성안동(4311154500),"6,718","3,964",1.69,"3,422","3,296",1.04
충청북도 청주시 상당구 탑대성동(4311162000),"8,438","4,113",2.05,"4,114","4,324",0.95
충청북도 청주시 상당구 영운동(4311167000),"10,486","5,293",1.98,"5,239","5,247",1
충청북도 청주시 상당구 금천동(4311168000),"30,643","12,656",2.42,"14,855","15,788",0.94
충청북도 청주시 상당구 용담.명암.산성동(4311169000),"13,241","4,895",2.71,"6,535","6,706",0.97
충청북도 청주시 상당구 용암1동(4311172000),"56,582","23,665",2.39,"28,337","28,245",1
충청북도 청주시 상당구 용암2동(4311173000),"39,706","16,028",2.48,"19,545","20,161",0.97
충청북도 청주시 서원구 (4311200000),"192,235","90,283",2.13,"95,655","96,580",0.99
충청북도 청주시 서원구 남이면(4311231000),"9,980","4,732",2.11,"5,217","4,763",1.1
충청북도 청주시 서원구 현도면(4311232000),"3,182","1,856",1.71,"1,652","1,530",1.08
충청북도 청주시 서원구 사직1동(4311251000),"5,927","3,064",1.93,"3,065","2,862",1.07
충청북도 청주시 서원구 사직2동(4311252000),"13,346","5,452",2.45,"6,530","6,816",0.96
충청북도 청주시 서원구 사창동(4311253000),"14,659","8,666",1.69,"7,407","7,252",1.02
충청북도 청주시 서원구 모충동(4311254000),"17,251","9,004",1.92,"8,628","8,623",1
충청북도 청주시 서원구 산남동(4311255000),"26,168","10,703",2.44,"13,106","13,062",1
충청북도 청주시 서원구 분평동(4311256000),"29,736","12,090",2.46,"14,423","15,313",0.94
충청북도 청주시 서원구 수곡1동(4311257000),"13,213","7,101",1.86,"6,683","6,530",1.02
충청북도 청주시 서원구 수곡2동(4311258000),"15,743","7,736",2.04,"7,729","8,014",0.96
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),"43,030","19,879",2.16,"21,215","21,815",0.97
충청북도 청주시 흥덕구 (4311300000),"268,431","125,667",2.14,"136,378","132,053",1.03
충청북도 청주시 흥덕구 오송읍(4311325000),"24,502","12,429",1.97,"12,158","12,344",0.98
충청북도 청주시 흥덕구 강내면(4311331000),"10,714","5,138",2.09,"5,516","5,198",1.06
충청북도 청주시 흥덕구 옥산면(4311332000),"17,804","7,806",2.28,"9,108","8,696",1.05
충청북도 청주시 흥덕구 운천.신봉동(4311370000),"16,455","7,875",2.09,"8,136","8,319",0.98
충청북도 청주시 흥덕구 복대1동(4311374100),"49,994","21,067",2.37,"25,491","24,503",1.04
충청북도 청주시 흥덕구 복대2동(4311374200),"15,988","9,254",1.73,"8,225","7,763",1.06
충청북도 청주시 흥덕구 가경동(4311374700),"55,727","22,514",2.48,"27,202","28,525",0.95
충청북도 청주시 흥덕구 봉명1동(4311375100),"9,594","5,911",1.62,"5,122","4,472",1.15
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),"23,533","12,137",1.94,"12,638","10,895",1.16
충청북도 청주시 흥덕구 강서제1동(4311376000),"28,474","14,855",1.92,"14,478","13,996",1.03
충청북도 청주시 흥덕구 강서제2동(4311377000),"15,646","6,681",2.34,"8,304","7,342",1.13
충청북도 청주시 청원구 (4311400000),"194,249","90,626",2.14,"100,014","94,235",1.06
충청북도 청주시 청원구 내수읍(4311425000),"19,001","9,043",2.1,"9,784","9,217",1.06
충청북도 청주시 청원구 오창읍(4311425300),"69,857","31,282",2.23,"37,309","32,548",1.15
충청북도 청주시 청원구 북이면(4311431000),"4,445","2,579",1.72,"2,383","2,062",1.16
충청북도 청주시 청원구 우암동(4311451000),"12,337","7,446",1.66,"6,231","6,106",1.02
충청북도 청주시 청원구 내덕1동(4311452000),"8,386","4,354",1.93,"4,244","4,142",1.02
충청북도 청주시 청원구 내덕2동(4311453000),"13,393","6,550",2.04,"6,865","6,528",1.05
충청북도 청주시 청원구 율량.사천동(4311454000),"48,698","21,923",2.22,"24,233","24,465",0.99
충청북도 청주시 청원구 오근장동(4311455000),"18,132","7,449",2.43,"8,965","9,167",0.98
충청북도 충주시 (4313000000),"208,725","100,529",2.08,"105,692","103,033",1.03
충청북도 충주시 주덕읍(4313025000),"4,801","2,652",1.81,"2,483","2,318",1.07
충청북도 충주시 살미면(4313031000),"2,020","1,108",1.82,"1,020","1,000",1.02
충청북도 충주시 수안보면(4313032500),"2,889","1,653",1.75,"1,457","1,432",1.02
충청북도 충주시 대소원면(4313033500),"9,178","5,478",1.68,"5,210","3,968",1.31
충청북도 충주시 신니면(4313035000),"2,838","1,589",1.79,"1,453","1,385",1.05
충청북도 충주시 노은면(4313036000),"2,244","1,253",1.79,"1,155","1,089",1.06
충청북도 충주시 앙성면(4313037000),"3,975","2,345",1.7,"2,038","1,937",1.05
충청북도 충주시 중앙탑면(4313038500),"13,539","6,027",2.25,"6,979","6,560",1.06
충청북도 충주시 금가면(4313039000),"3,879","1,828",2.12,"2,089","1,790",1.17
충청북도 충주시 동량면(4313040000),"3,592","1,890",1.9,"1,816","1,776",1.02
충청북도 충주시 산척면(4313041000),"2,247","1,238",1.82,"1,161","1,086",1.07
충청북도 충주시 엄정면(4313042000),"3,082","1,644",1.87,"1,555","1,527",1.02
충청북도 충주시 소태면(4313043000),"1,931","1,053",1.83,996,935,1.07
충청북도 충주시 성내.충인동(4313051500),"2,608","1,507",1.73,"1,286","1,322",0.97
충청북도 충주시 교현.안림동(4313053500),"23,246","10,160",2.29,"11,583","11,663",0.99
충청북도 충주시 교현2동(4313054000),"6,714","3,656",1.84,"3,408","3,306",1.03
충청북도 충주시 용산동(4313055000),"14,901","6,239",2.39,"7,320","7,581",0.97
충청북도 충주시 지현동(4313056000),"5,127","2,472",2.07,"2,543","2,584",0.98
충청북도 충주시 문화동(4313057100),"9,346","4,729",1.98,"4,697","4,649",1.01
충청북도 충주시 호암.직동(4313058000),"20,245","8,529",2.37,"10,054","10,191",0.99
충청북도 충주시 달천동(4313060500),"3,800","2,346",1.62,"2,055","1,745",1.18
충청북도 충주시 봉방동(4313061000),"9,069","4,697",1.93,"4,687","4,382",1.07
충청북도 충주시 칠금.금릉동(4313062500),"14,384","6,298",2.28,"7,099","7,285",0.97
충청북도 충주시 연수동(4313063000),"36,459","17,239",2.11,"18,099","18,360",0.99
충청북도 충주시 목행.용탄동(4313064000),"6,611","2,899",2.28,"3,449","3,162",1.09
충청북도 제천시 (4315000000),"131,816","65,747",2,"66,247","65,569",1.01
충청북도 제천시 봉양읍(4315025000),"6,737","3,682",1.83,"3,431","3,306",1.04
충청북도 제천시 금성면(4315031000),"1,891","1,079",1.75,"1,005",886,1.13
충청북도 제천시 청풍면(4315032000),"1,250",778,1.61,650,600,1.08
충청북도 제천시 수산면(4315033000),"2,026","1,237",1.64,"1,064",962,1.11
충청북도 제천시 덕산면(4315034000),"2,149","1,171",1.84,"1,090","1,059",1.03
충청북도 제천시 한수면(4315035000),704,406,1.73,355,349,1.02
충청북도 제천시 백운면(4315036000),"3,324","1,900",1.75,"1,711","1,613",1.06
충청북도 제천시 송학면(4315038000),"4,691","2,604",1.8,"2,468","2,223",1.11
충청북도 제천시 교동(4315051000),"18,326","7,803",2.35,"9,042","9,284",0.97
충청북도 제천시 의림지동(4315051800),"9,993","4,510",2.22,"4,962","5,031",0.99
