행정구역,2022년07월_총인구수,2022년07월_세대수,2022년07월_세대당 인구,2022년07월_남자 인구수,2022년07월_여자 인구수,2022년07월_남여 비율
서울특별시 금천구 시흥제1동(1154567000),"32,746","16,301",2.01,"16,252","16,494",0.99
서울특별시 금천구 시흥제2동(1154568000),"20,900","8,225",2.54,"10,005","10,895",0.92
서울특별시 금천구 시흥제3동(1154569000),"10,719","4,740",2.26,"5,304","5,415",0.98
서울특별시 금천구 시흥제4동(1154570000),"20,255","9,294",2.18,"10,023","10,232",0.98
서울특별시 금천구 시흥제5동(1154571000),"19,042","9,428",2.02,"9,576","9,466",1.01
서울특별시 영등포구 (1156000000),"376,661","189,037",1.99,"185,518","191,143",0.97
서울특별시 영등포구 영등포본동(1156051500),"21,213","10,519",2.02,"10,873","10,340",1.05
서울특별시 영등포구 영등포동(1156053500),"29,568","20,858",1.42,"15,344","14,224",1.08
서울특별시 영등포구 여의동(1156054000),"32,728","13,407",2.44,"15,361","17,367",0.88
서울특별시 영등포구 당산제1동(1156055000),"20,417","10,957",1.86,"9,962","10,455",0.95
서울특별시 영등포구 당산제2동(1156056000),"37,557","19,134",1.96,"17,598","19,959",0.88
서울특별시 영등포구 도림동(1156058500),"17,823","9,579",1.86,"9,009","8,814",1.02
서울특별시 영등포구 문래동(1156060500),"32,486","13,186",2.46,"15,873","16,613",0.96
서울특별시 영등포구 양평제1동(1156061000),"18,399","9,895",1.86,"8,981","9,418",0.95
서울특별시 영등포구 양평제2동(1156062000),"22,376","10,866",2.06,"10,957","11,419",0.96
서울특별시 영등포구 신길제1동(1156063000),"17,419","10,803",1.61,"8,844","8,575",1.03
서울특별시 영등포구 신길제3동(1156065000),"16,493","7,662",2.15,"8,145","8,348",0.98
서울특별시 영등포구 신길제4동(1156066000),"12,374","5,783",2.14,"6,148","6,226",0.99
서울특별시 영등포구 신길제5동(1156067000),"10,377","4,754",2.18,"5,060","5,317",0.95
서울특별시 영등포구 신길제6동(1156068000),"19,099","9,256",2.06,"9,354","9,745",0.96
서울특별시 영등포구 신길제7동(1156069000),"19,977","7,927",2.52,"9,981","9,996",1
서울특별시 영등포구 대림제1동(1156070000),"14,311","7,088",2.02,"7,108","7,203",0.99
서울특별시 영등포구 대림제2동(1156071000),"11,889","6,951",1.71,"5,862","6,027",0.97
서울특별시 영등포구 대림제3동(1156072000),"22,155","10,412",2.13,"11,058","11,097",1
서울특별시 동작구 (1159000000),"385,746","187,656",2.06,"186,466","199,280",0.94
서울특별시 동작구 노량진제1동(1159051000),"31,931","16,377",1.95,"16,058","15,873",1.01
서울특별시 동작구 노량진제2동(1159052000),"10,633","6,930",1.53,"5,498","5,135",1.07
서울특별시 동작구 상도제1동(1159053000),"44,356","22,204",2,"21,523","22,833",0.94
서울특별시 동작구 상도제2동(1159054000),"27,842","12,628",2.2,"13,330","14,512",0.92
서울특별시 동작구 상도제3동(1159055000),"24,374","12,173",2,"11,601","12,773",0.91
서울특별시 동작구 상도제4동(1159056000),"28,433","14,210",2,"13,808","14,625",0.94
서울특별시 동작구 흑석동(1159060500),"31,027","14,026",2.21,"15,059","15,968",0.94
서울특별시 동작구 사당제1동(1159062000),"22,776","13,647",1.67,"10,891","11,885",0.92
서울특별시 동작구 사당제2동(1159063000),"28,524","12,606",2.26,"13,683","14,841",0.92
서울특별시 동작구 사당제3동(1159064000),"24,172","10,554",2.29,"11,726","12,446",0.94
서울특별시 동작구 사당제4동(1159065000),"14,113","7,267",1.94,"6,730","7,383",0.91
서울특별시 동작구 사당제5동(1159065100),"14,349","6,652",2.16,"6,866","7,483",0.92
서울특별시 동작구 대방동(1159066000),"37,694","17,368",2.17,"17,877","19,817",0.9
서울특별시 동작구 신대방제1동(1159067000),"23,251","10,372",2.24,"11,126","12,125",0.92
서울특별시 동작구 신대방제2동(1159068000),"22,271","10,642",2.09,"10,690","11,581",0.92
서울특별시 관악구 (1162000000),"487,172","282,141",1.73,"244,925","242,247",1.01
서울특별시 관악구 보라매동(1162052500),"24,422","13,125",1.86,"12,023","12,399",0.97
서울특별시 관악구 청림동(1162054500),"15,003","6,454",2.32,"7,257","7,746",0.94
서울특별시 관악구 성현동(1162056500),"28,908","12,322",2.35,"13,949","14,959",0.93
서울특별시 관악구 행운동(1162057500),"29,242","18,185",1.61,"14,170","15,072",0.94
서울특별시 관악구 낙성대동(1162058500),"17,262","11,756",1.47,"8,682","8,580",1.01
서울특별시 관악구 청룡동(1162059500),"35,891","23,952",1.5,"17,351","18,540",0.94
서울특별시 관악구 은천동(1162060500),"32,942","16,122",2.04,"16,063","16,879",0.95
서울특별시 관악구 중앙동(1162061500),"15,351","10,119",1.52,"7,397","7,954",0.93
서울특별시 관악구 인헌동(1162062500),"25,918","14,790",1.75,"12,594","13,324",0.95
서울특별시 관악구 남현동(1162063000),"18,100","9,863",1.84,"8,753","9,347",0.94
서울특별시 관악구 서원동(1162064500),"22,925","14,765",1.55,"11,960","10,965",1.09
서울특별시 관악구 신원동(1162065500),"17,952","11,297",1.59,"9,104","8,848",1.03
서울특별시 관악구 서림동(1162066500),"23,241","14,652",1.59,"12,855","10,386",1.24
서울특별시 관악구 신사동(1162068500),"22,877","14,429",1.59,"11,489","11,388",1.01
서울특별시 관악구 신림동(1162069500),"23,081","18,799",1.23,"12,176","10,905",1.12
서울특별시 관악구 난향동(1162071500),"15,146","6,295",2.41,"7,404","7,742",0.96
서울특별시 관악구 조원동(1162072500),"17,509","11,047",1.58,"8,775","8,734",1
서울특별시 관악구 대학동(1162073500),"23,560","16,480",1.43,"14,300","9,260",1.54
서울특별시 관악구 삼성동(1162074500),"20,917","10,049",2.08,"10,437","10,480",1
서울특별시 관악구 미성동(1162076500),"30,426","14,504",2.1,"14,891","15,535",0.96
서울특별시 관악구 난곡동(1162077500),"26,499","13,136",2.02,"13,295","13,204",1.01
서울특별시 서초구 (1165000000),"407,346","169,560",2.4,"194,627","212,719",0.91
서울특별시 서초구 서초1동(1165051000),"20,557","9,527",2.16,"9,931","10,626",0.93
서울특별시 서초구 서초2동(1165052000),"26,592","11,678",2.28,"12,662","13,930",0.91
서울특별시 서초구 서초3동(1165053000),"32,126","15,277",2.1,"15,322","16,804",0.91
서울특별시 서초구 서초4동(1165053100),"30,600","10,888",2.81,"14,928","15,672",0.95
서울특별시 서초구 잠원동(1165054000),"26,554","10,750",2.47,"12,784","13,770",0.93
서울특별시 서초구 반포본동(1165055000),372,194,1.92,173,199,0.87
서울특별시 서초구 반포1동(1165056000),"34,484","15,062",2.29,"16,775","17,709",0.95
서울특별시 서초구 반포2동(1165057000),"15,731","5,005",3.14,"7,479","8,252",0.91
서울특별시 서초구 반포3동(1165058000),"21,746","7,583",2.87,"10,342","11,404",0.91
서울특별시 서초구 반포4동(1165058100),"19,047","7,156",2.66,"8,953","10,094",0.89
서울특별시 서초구 방배본동(1165059000),"20,692","7,996",2.59,"9,549","11,143",0.86
서울특별시 서초구 방배1동(1165060000),"16,843","7,564",2.23,"7,908","8,935",0.89
서울특별시 서초구 방배2동(1165061000),"18,614","8,109",2.3,"8,726","9,888",0.88
서울특별시 서초구 방배3동(1165062000),"18,111","6,843",2.65,"8,723","9,388",0.93
서울특별시 서초구 방배4동(1165062100),"23,241","9,698",2.4,"10,582","12,659",0.84
서울특별시 서초구 양재1동(1165065100),"42,763","17,931",2.38,"20,415","22,348",0.91
서울특별시 서초구 양재2동(1165065200),"21,745","10,984",1.98,"10,890","10,855",1
서울특별시 서초구 내곡동(1165066000),"17,528","7,315",2.4,"8,485","9,043",0.94
서울특별시 강남구 (1168000000),"532,198","235,147",2.26,"254,498","277,700",0.92
서울특별시 강남구 신사동(1168051000),"15,798","6,999",2.26,"7,335","8,463",0.87
서울특별시 강남구 논현1동(1168052100),"22,028","14,161",1.56,"10,349","11,679",0.89
서울특별시 강남구 논현2동(1168053100),"20,786","11,321",1.84,"9,720","11,066",0.88
서울특별시 강남구 압구정동(1168054500),"26,027","10,191",2.55,"12,034","13,993",0.86
서울특별시 강남구 청담동(1168056500),"25,433","11,191",2.27,"11,867","13,566",0.87
서울특별시 강남구 삼성1동(1168058000),"12,729","5,469",2.33,"6,247","6,482",0.96
서울특별시 강남구 삼성2동(1168059000),"30,920","13,782",2.24,"14,810","16,110",0.92
서울특별시 강남구 대치1동(1168060000),"23,926","7,258",3.3,"11,997","11,929",1.01
서울특별시 강남구 대치2동(1168061000),"36,874","12,996",2.84,"18,621","18,253",1.02
서울특별시 강남구 대치4동(1168063000),"19,481","10,149",1.92,"9,252","10,229",0.9
서울특별시 강남구 역삼1동(1168064000),"35,024","24,065",1.46,"17,005","18,019",0.94
서울특별시 강남구 역삼2동(1168065000),"36,825","15,935",2.31,"17,241","19,584",0.88
서울특별시 강남구 도곡1동(1168065500),"21,313","8,525",2.5,"10,110","11,203",0.9
서울특별시 강남구 도곡2동(1168065600),"32,855","11,595",2.83,"15,264","17,591",0.87
서울특별시 강남구 개포1동(1168066000),"7,007","2,719",2.58,"3,406","3,601",0.95
서울특별시 강남구 개포2동(1168067000),"28,192","9,833",2.87,"13,676","14,516",0.94
서울특별시 강남구 개포4동(1168069000),"23,609","10,038",2.35,"11,405","12,204",0.93
서울특별시 강남구 세곡동(1168070000),"43,195","18,052",2.39,"20,356","22,839",0.89
서울특별시 강남구 일원본동(1168072000),"23,118","8,066",2.87,"11,447","11,671",0.98
서울특별시 강남구 일원1동(1168073000),"14,988","7,475",2.01,"7,288","7,700",0.95
서울특별시 강남구 일원2동(1168074000),"17,500","7,515",2.33,"8,463","9,037",0.94
서울특별시 강남구 수서동(1168075000),"14,570","7,812",1.87,"6,605","7,965",0.83
서울특별시 송파구 (1171000000),"663,070","286,381",2.32,"319,423","343,647",0.93
서울특별시 송파구 풍납1동(1171051000),"12,608","5,921",2.13,"6,189","6,419",0.96
서울특별시 송파구 풍납2동(1171052000),"24,544","10,986",2.23,"11,625","12,919",0.9
서울특별시 송파구 거여1동(1171053100),"12,325","5,632",2.19,"6,194","6,131",1.01
서울특별시 송파구 거여2동(1171053200),"23,553","9,958",2.37,"11,542","12,011",0.96
서울특별시 송파구 마천1동(1171054000),"18,769","8,846",2.12,"9,604","9,165",1.05
서울특별시 송파구 마천2동(1171055000),"18,283","8,686",2.1,"9,336","8,947",1.04
서울특별시 송파구 방이1동(1171056100),"15,505","6,234",2.49,"7,495","8,010",0.94
서울특별시 송파구 방이2동(1171056200),"26,220","15,285",1.72,"12,071","14,149",0.85
서울특별시 송파구 오륜동(1171056600),"17,849","5,932",3.01,"8,707","9,142",0.95
서울특별시 송파구 오금동(1171057000),"38,124","15,695",2.43,"18,510","19,614",0.94
서울특별시 송파구 송파1동(1171058000),"23,815","12,427",1.92,"11,142","12,673",0.88
서울특별시 송파구 송파2동(1171059000),"19,051","7,259",2.62,"9,165","9,886",0.93
서울특별시 송파구 석촌동(1171060000),"31,411","16,984",1.85,"14,947","16,464",0.91
서울특별시 송파구 삼전동(1171061000),"29,904","16,089",1.86,"14,009","15,895",0.88
서울특별시 송파구 가락본동(1171062000),"25,913","11,780",2.2,"12,844","13,069",0.98
서울특별시 송파구 가락1동(1171063100),"27,433","9,890",2.77,"13,291","14,142",0.94
서울특별시 송파구 가락2동(1171063200),"31,630","12,399",2.55,"15,476","16,154",0.96
서울특별시 송파구 문정1동(1171064100),"19,880","8,514",2.33,"9,818","10,062",0.98
서울특별시 송파구 문정2동(1171064200),"28,787","15,753",1.83,"13,179","15,608",0.84
서울특별시 송파구 장지동(1171064600),"29,194","12,152",2.4,"14,087","15,107",0.93
서울특별시 송파구 위례동(1171064700),"44,022","14,231",3.09,"21,474","22,548",0.95
서울특별시 송파구 잠실본동(1171065000),"27,879","15,659",1.78,"13,337","14,542",0.92
서울특별시 송파구 잠실2동(1171067000),"34,835","11,601",3,"16,628","18,207",0.91
서울특별시 송파구 잠실3동(1171068000),"34,168","11,923",2.87,"16,251","17,917",0.91
서울특별시 송파구 잠실4동(1171069000),"21,213","7,264",2.92,"10,185","11,028",0.92
서울특별시 송파구 잠실6동(1171071000),"16,661","5,886",2.83,"7,894","8,767",0.9
서울특별시 송파구 잠실7동(1171072000),"9,494","3,395",2.8,"4,423","5,071",0.87
서울특별시 강동구 (1174000000),"461,774","203,087",2.27,"226,179","235,595",0.96
서울특별시 강동구 강일동(1174051500),"33,018","13,089",2.52,"15,851","17,167",0.92
서울특별시 강동구 상일제1동(1174052500),"38,931","13,589",2.86,"19,166","19,765",0.97
서울특별시 강동구 상일제2동(1174052600),"11,855","4,726",2.51,"5,543","6,312",0.88
서울특별시 강동구 명일제1동(1174053000),"25,708","10,116",2.54,"12,493","13,215",0.95
서울특별시 강동구 명일제2동(1174054000),"17,370","6,525",2.66,"8,487","8,883",0.96
서울특별시 강동구 고덕제1동(1174055000),"23,831","8,170",2.92,"12,111","11,720",1.03
서울특별시 강동구 고덕제2동(1174056000),"22,472","8,880",2.53,"11,314","11,158",1.01
서울특별시 강동구 암사제1동(1174057000),"34,165","15,974",2.14,"16,943","17,222",0.98
서울특별시 강동구 암사제2동(1174058000),"15,111","6,379",2.37,"7,318","7,793",0.94
서울특별시 강동구 암사제3동(1174059000),"17,559","6,213",2.83,"8,599","8,960",0.96
서울특별시 강동구 천호제1동(1174060000),"26,639","12,996",2.05,"13,070","13,569",0.96
서울특별시 강동구 천호제2동(1174061000),"33,012","17,557",1.88,"16,166","16,846",0.96
서울특별시 강동구 천호제3동(1174062000),"26,272","14,438",1.82,"12,733","13,539",0.94
서울특별시 강동구 성내제1동(1174064000),"19,905","8,406",2.37,"9,558","10,347",0.92
서울특별시 강동구 성내제2동(1174065000),"23,196","12,819",1.81,"11,410","11,786",0.97
서울특별시 강동구 성내제3동(1174066000),"22,943","10,757",2.13,"11,231","11,712",0.96
서울특별시 강동구 길동(1174068500),"45,299","21,967",2.06,"22,139","23,160",0.96
서울특별시 강동구 둔촌제1동(1174069000),131,83,1.58,74,57,1.3
서울특별시 강동구 둔촌제2동(1174070000),"24,357","10,403",2.34,"11,973","12,384",0.97
부산광역시  (2600000000),"3,334,595","1,558,052",2.14,"1,629,643","1,704,952",0.96
부산광역시 중구 (2611000000),"40,342","24,275",1.66,"19,633","20,709",0.95
부산광역시 중구 중앙동(2611051000),"3,143","2,445",1.29,"1,479","1,664",0.89
부산광역시 중구 동광동(2611052000),"2,592","1,699",1.53,"1,328","1,264",1.05
부산광역시 중구 대청동(2611053000),"6,190","3,557",1.74,"2,879","3,311",0.87
부산광역시 중구 보수동(2611054500),"10,486","6,035",1.74,"5,065","5,421",0.93
부산광역시 중구 부평동(2611056000),"4,440","2,748",1.62,"2,115","2,325",0.91
부산광역시 중구 광복동(2611057000),956,578,1.65,492,464,1.06
부산광역시 중구 남포동(2611058000),895,624,1.43,521,374,1.39
부산광역시 중구 영주제1동(2611059000),"4,676","2,993",1.56,"2,379","2,297",1.04
부산광역시 중구 영주제2동(2611060000),"6,964","3,596",1.94,"3,375","3,589",0.94
부산광역시 서구 (2614000000),"104,755","53,342",1.96,"50,588","54,167",0.93
부산광역시 서구 동대신제1동(2614051000),"5,575","2,761",2.02,"2,736","2,839",0.96
부산광역시 서구 동대신제2동(2614052000),"7,150","3,592",1.99,"3,463","3,687",0.94
부산광역시 서구 동대신제3동(2614053000),"7,589","3,904",1.94,"3,563","4,026",0.88
부산광역시 서구 서대신제1동(2614054000),"13,546","6,212",2.18,"6,380","7,166",0.89
부산광역시 서구 서대신제3동(2614056000),"7,848","3,270",2.4,"3,593","4,255",0.84
부산광역시 서구 서대신제4동(2614057000),"7,620","3,149",2.42,"3,658","3,962",0.92
부산광역시 서구 부민동(2614059000),"7,482","4,104",1.82,"3,522","3,960",0.89
부산광역시 서구 아미동(2614061500),"6,367","3,822",1.67,"3,220","3,147",1.02
